"mean","sd","lcl","25%","median","75%","ucl","Rhat","n.eff","overlap0","f","parm"
"db[51,2]",0.249887143672905,0.0699476760871251,0.112746310887301,0.202664536074984,0.249643847228396,0.296762658063411,0.387605678096773,1.00002803644905,34086,0,1,"db[51,2]"
"db[52,2]",0.250197647925661,0.069693627933592,0.115149103130987,0.202916692898971,0.249895202639206,0.297216987883256,0.387365280155326,0.999997818650293,40000,0,1,"db[52,2]"
"db[53,2]",0.250339555257998,0.0699691875888147,0.114241842192121,0.202963058854081,0.250241391041851,0.296963249210559,0.388812801406422,1.00005347526511,40000,0,1,"db[53,2]"
"db[54,2]",0.250278149474957,0.0698695756370418,0.113021310441293,0.203106743415272,0.250217970051663,0.297942282473669,0.386617655131668,1.0000471073626,32748,0,1,"db[54,2]"
"db[55,2]",0.249661940909313,0.0695584073305254,0.112467813644878,0.202935227990129,0.249795714884643,0.29638239120869,0.386437590422477,1.0001111996463,21210,0,1,"db[55,2]"
"db[56,2]",0.249802161897478,0.06986184947008,0.112907168146433,0.202652281958919,0.24966379467196,0.296973679003606,0.386704883367453,1.00002328043619,40000,0,1,"db[56,2]"
"db[57,2]",0.249977773306219,0.0698459662509345,0.113826967708827,0.202948924030371,0.249341943471822,0.297080681586681,0.387849490760619,1.00006892836311,32806,0,1,"db[57,2]"
"db[58,2]",0.250407005380802,0.0696866171271082,0.114561410959257,0.203514754242153,0.249996899288214,0.296894923047687,0.387578276911143,0.999986571533261,40000,0,1,"db[58,2]"
"db[59,2]",0.249849635757736,0.0695819602585655,0.11470744367182,0.202682545915875,0.249622888326732,0.296752923110822,0.386503076415355,1.00006596406762,22151,0,1,"db[59,2]"
"db[60,2]",0,0,0,0,0,0,0,NA,1,1,1,"db[60,2]"
"db[1,3]",0,0,0,0,0,0,0,NA,1,1,1,"db[1,3]"
"db[2,3]",0,0,0,0,0,0,0,NA,1,1,1,"db[2,3]"
"db[3,3]",0,0,0,0,0,0,0,NA,1,1,1,"db[3,3]"
"db[4,3]",0.249979567069456,0.0699739228790047,0.113503344170667,0.202398070344665,0.250382613973827,0.297266135201249,0.387914031348217,0.999970797773155,40000,0,1,"db[4,3]"
"db[5,3]",0.24998231306121,0.0698216283282471,0.112644405402192,0.202606788824446,0.250705345188434,0.296764434108337,0.387155699949242,1.00000858382657,40000,0,1,"db[5,3]"
